,Recipe_Name,Method,Difficulty,difficulty_id
33,,"                     2 days before you plan to serve the dish, place the trimmed ox cheeks in a large non-reactive bowl or tray and add the vegetables and spices. Cover with the red wine and set aside in the fridge to marinate for 24 hours                                       The day before you plan to serve the dish, preheat the oven to 180°C/gas mark 4                                       Strain the ox cheeks and vegetables, reserving the wine. Place a frying pan over a high heat, add a dash of oil to the pan and season the ox cheeks well with salt. Sear on both sides – once golden brown, transfer to a heavy-based ovenproof pan. Sear the vegetables in a dash of oil until golden, then add to the pan with the ox cheek                                       Pour the red wine into a large saucepan and reduce by three-quarters. Pour over the ox cheeks and vegetables and set aside                                       Spread the spelt flour out over a baking tray and bake for approximately 5–10 minutes until golden brown. Sprinkle over the ox cheeks and lower the oven temperature to 120°C/gas mark ½                                       Top up the dish containing the ox cheeks with water or veal stock and bring to the boil. Cover with a tight-fighting lid or foil, place the dish in the oven and cook for 3–4 hours, or until the ox cheeks are starting to fall apart                                         Remove from the oven and allow the cheeks to cool in the liquid. Once cool, place in the fridge overnight                                       On the day you plan to serve the dish, bring a large pan of water to the boil. Add the potatoes and boil in their skins until soft (approximately 20 minutes). Drain the potatoes and leave to cool                                       Once the potatoes are cool enough to handle, peel away and discard the skins. Add the cream, butter, stock and salt to a large pan and bring to a gentle simmer. Place the potatoes in a blender and blend on a medium speed. Slowly stream in the warmed cream mixture until the potatoes have a custardy consistency. Add the xanthan gum and blend well. Season to taste                                       Transfer the potato mixture into an espuma gun and charge 3 times. Place in a pan of warm water to keep warm until ready to serve                                       Preheat the oven to 180°C/gas mark 4                                       Remove the ox cheeks from the jellied sauce, cut into even portions and place in a heavy-bottomed dish. Transfer the remaining sauce to a pan, bring to the boil then pass through a sieve into a clean pan and continue to reduce to a rich, thick, sauce consistency. Pour the sauce over the cheeks and place in the oven for 10–20 minutes to heat through. Season to taste                                       To prepare the shallot rings, preheat a deep-fryer or deep pan of oil to 190°C                                        Season the flour liberally with salt and pepper. Peel the shallot and slice horizontally into thin rounds. Push the centre of each round to separate into rings, toss the rings in the seasoned flour and deep-fry until golden and crispy. Drain on kitchen paper and set aside                                        For the kale, discard any large or tough stalks and roughly chop the leaves. Bring a pan of salted water to the boil and blanch the kale for a minute until soft, then plunge into iced water. When ready to serve, heat a knob of butter in a pan and add the drained kale, cooking until warmed through. Season to taste                                       To serve, add a portion of the ox cheek to each bowl. Pipe some of the potato foam to one side and place the kale on the other. Top with crispy shallot rings and micro coriander shoots and serve                 ",medium,1
34,,"                     Preheat the oven to 180°C/gas mark 4. In a pan, heat the flour and salt together. Add water and stir until a dough is formed. Cover 2 of the beetroots in the dough and bake in the oven for 1 - 1 1/2 hours depending on the size - reserve the remaining beetroot                                       Meanwhile, rinse the bone marrow in fresh running water until the blood colour is gone. Place in a smoker and hot smoke for 5-7 minutes, reserve the leftover fat and set both the bone marrow and fat aside                                       For the sauce, place a large pan over a high heat. Pour in the chicken stock and reduce to 50ml. Add in the apple juice and reduce again by half                                       Add the beetroot juice to the pan and season with salt, pepper and vinegar to taste. Place the smoked bone marrow and fat into the pan and cook until the marrow is soft - make sure the sauce does not come to the boil                                       Season the fillet and then sear in the pan for 3-4 minutes, or until browned on the outside. Transfer to the oven and cook for 10 minutes for a rare finish, 12 minutes for a medium rare finish. Set aside to rest                                       In a safe place, burn the hay until it is black. Place the burnt hay into a blender and blend into a fine powder. Roll the cooked fillet in the hay and then slice into 4 portions                                       Once the beetroots are cooked, remove the dough from the beetroots and peel and slice as desired. Juice the remaining beetroot in a blender and then pour the juice over the cooked beetroots                                       To serve, place the beef onto plates and drizzle with the beetroot and smoked bone marrow sauce, along with the marrow itself. Layer the salt baked beetroots on top and garnish with some raw sliced beetroot and sorrel                 ",challenging,2
35,,"                     For the tomato sauce, place a large saucepan over a medium heat and add the olive oil. Once hot, add the carrot, celery and onion and leave to sweat until soft but not coloured. Add the garlic and cook out for an additional 2-3 minutes until the smell of raw garlic has disappeared                                       Peel the tomatoes, then roughly chop and add to the pan with the basil. Cook the sauce for about 1 1/2 hours on a gentle simmer, stirring from time to time to ensure the sauce is not catching on the base of the pan. Pass the sauce through a mouli and set aside to cool                                       Preheat the oven to 170°C/gas mark 3                                       For the tomato fondue, cook the whole shallots in their skins in the oven until soft. While cooking, peel the tomatoes, cut in half and remove the juice and seeds                                       When ready, remove the shallots from their skins before mixing in a pan with the peeled tomatoes. Decrease the heat of the oven to 150°C/gas mark 2                                       Cover the pan with tin foil and cook for approximately 30–40 minutes. Once the tomatoes are nice and dry, blend them with the butter until you get a nice velvety emulsion. Season with salt and pepper and set aside                                        Now make the plain egg pasta dough. On a work surface or in a mixer with a paddle attachment, combine the 00 flour and durum wheat flour, before adding in the eggs. Mix gently to form a dough, adding a little water if needed                                       Knead the dough by hand on the work surface until smooth. Wrap in cling film and leave to rest in the fridge for at least 1 hour                                       For the nettle pasta dough, wash the nettles and cook in salted boiling water for approximately 20 seconds before cooling in an ice bath. Drain the nettles and squeeze out any excess water                                       Blend the nettles until smooth - you may need to add 1 or 2 of the eggs to help smooth it out. Mix with the 00 flour, durum wheat flour and add the eggs or remaining eggs, as you did with the plain dough                                       Place the dough on the table and knead until the dough is smooth. Wrap in cling film and leave to rest in the fridge for at least 1 hour                                       With a pasta machine, roll out both the plain and nettle pasta doughs until 1mm thick and cut into long sheets. Cook in salted boiling water for approximately 40 seconds                                       Remove using a large slotted spoon, cool the sheets in iced water, then strain and dry on clean kitchen towel. Store in the fridge between layers of cling film until required                                       For the béchamel sauce, bring the milk to the boil with a pinch of nutmeg and salt. Meanwhile, prepare a roux by melting the butter in a pan over a medium heat. Once melted, add the flour and stir for 2 minutes. Once the milk is ready, add it slowly to the roux, stirring continuously with a whisk                                       Allow the béchamel to boil for approximately 5 minutes, then remove from the heat and leave in a hot bain marie until ready to use                                       To make the meat strips, soak the bread in the milk for 1 minute then squeeze the bread to remove any excess milk. Mix with the parsley and garlic before combining with the beef and veal mince                                       Add the Grana Padano, egg, sweet paprika and season with salt and pepper. Roll out the mixture into long sausage-like strips (about 1.5cm thick) and store in the fridge until required                                       Preheat a steam oven to 120°C                                       For the spinach and ricotta strips, wash the spinach and boil in salted water for approximately 20 seconds before cooling in an ice bath. Drain the spinach and squeeze out any excess water                                        Blend the spinach with the ricotta, egg yolk and Grana Padano until just combined, so the spinach still has some texture and is not a complete paste                                       Line a baking tray with greaseproof paper, then spread the mix evenly out on the tray. Cook in the steam oven for approximately 10 minutes, then remove and leave to cool down before cutting into long, 1.5cm thick strips                                       To prepare the quail eggs, lower the eggs into salted boiling water for 4 minutes so they are hard-boiled. Strain and cool in iced water, then peel and cut in half lengthways                                       Cut the aubergine into 1.5cm thick slices, then cut across the slices to make 1.5cm thick strips. Dust the strips in 00 flour. Heat a generous amount of olive oil in a pan and shallow fry the strips all over until cooked and golden brown. Remove and set aside on absorbent kitchen towel                                       For the Grana Padano fondue, combine the Grana Padano and cream in the Thermomix and blend until very smooth – this will take approximately 10 minutes                                       To cook the peas, place the peas in a saucepan and cover with cold salted water. Bring to the boil, remove from the heat and allow to cool. Set aside until required                                       Finally, to make the pesto cream, cut the celeriac into 2cm cubes and cook in simmering salted water until tender. Strain and cool in the fridge. Place all of the ingredients, including the cold, cooked celeriac into the blender and blitz for 1–2 minutes. Cover and store in the fridge until required – pesto is best served fresh but can be stored in the fridge for up to 36 hours                                       Preheat the oven to 150°C/gas mark 2                                       To assemble the lasagne, generously grease a deep baking tray with butter to stop the pasta from sticking. Layer the white pasta sheets across the bottom of the tray, then spread over a thin layer of the tomato sauce, followed by the béchamel to cover                                       Starting at the longest edge of the baking tray, add strips of the mince mixture, spinach mix, quail eggs and fried aubergine, until you cover the bechamel. Add a good sprinkling of grated Grana Padano on the top, followed by some peas and torn pieces of mozzarella. For the second layer, use the nettle pasta as a base and repeat the process                                       Repeat both of the steps again until all the ingredients have been used, to form 4 layers of pasta and 3 layers of fillings. Spread on top more of the tomato sauce, béchamel sauce and Grana Padano to finish                                       Place in the oven for approximately 20 minutes, then remove and leave to cool in the blast chiller. Alternatively, leave in the fridge overnight to set                                       Once ready to serve, preheat the oven to 185°C/gas mark 4                                       Slice the set lasagne into 4cm wide x 15cm long pieces. Cook in the oven for approximately 20 minutes                                       Before serving, pan-fry one side of the lasagne to seal and add a little colour. Dish up onto plates with the tomato fondue, drops of the mosto cotto, Grana Padano fondue and pesto cream. Garnish with a basil leaf and serve immediately                 ",challenging,2
36,,"                 Preheat the oven to 180°C/gas mark 4                               Using a small sharp knife, lay the skins skin-side down on a board and scrape off any excess fat and remaining meat. You should be left with just the thin skin                               Lay the skins stretched out flat on a greaseproof lined baking sheet and sprinkle with a pinch of flaky sea salt                               Lay a second sheet of greaseproof paper over the skins then weigh down with another tray. Place in the oven for 10–15 minutes until golden and crisp                                Place one of the skins in a food processor and pulse until broken up. Add the butter and a pinch of salt and blend until incorporated                               Using a plastic spatula, scrape all the fat from the baking tray into the blender and blend again until emulsified                               To serve, crumble part of the remaining chicken skin over the butter                                Store any leftover chicken skin in an airtight container in a cool dark place for up to 1 week. The butter will keep for 3 days in the fridge, or wrap it in cling film and freeze             ",easy,0
37,,"                     Place the dried morels in a heatproof bowl and cover them with boiling water. Set aside to rehydrate for 20 minutes. Preheat an oven to 220°C/200°C fan/gas mark 7 and place a large heavy cast-iron pan or flameproof roasting tray in there to heat up                                       Place a saucepan over a medium heat and add a glug of olive oil along with the chopped onion and garlic. Cook for around 3 minutes, until softened and translucent, then add in the diced potato and cook for another 2 minutes. Chop the sage and add this to the pan with the bay leaf, then season with a little salt and pepper                                       Strain the rehydrated morels (reserving the liquid) and add them to the pot along with the barley, mushroom soaking liquor and enough chicken stock to cover everything. Leave to simmer, covered, for around 25 minutes until the barley is tender – you can top the pot up with water as you go but the end result shouldn’t be soupy. Once you’re happy with the texture, leave to rest for a few minutes before serving (or keep warm over a very low heat if needed)                                       While the barley stew cooks, prepare the chicken. Drizzle with vegetable oil and season with salt and pepper, then place into the preheated pan, skin-side down. Allow the residual heat to cook and crisp up the chicken skin for a few minutes, then dot the halved shallots around the chicken pieces                                       Transfer the chicken to the oven for 25 minutes, or until the chicken is just cooked through. Remove the chicken from the pan and set aside to rest, then pour the wine into the pan and gently heat to create a simple pan sauce                                       To serve, get a large serving plate and spoon on the barley. Cut the chicken into smaller pieces, if preferred, then place then alongside. Add a bunch of watercress, sprinkle with parsley, drizzle with olive oil and season. To finish, squeeze the roast shallots out of their skins and dot around the chicken                 ",easy,0
38,,"                     Begin this whole chicken recipe by making the stock. Place the ingredients for the poaching stock into a large saucepan and fill with warm water                                        Bring to a gentle simmer, then add the chicken, topping up with more water if necessary. Cover with a lid and simmer very gently for 40 minutes                                        Remove the chicken from the stock and allow to dry off slightly. Strain the stock into a clean saucepan, bring to the boil and continue to boil gently until it has reduced to a third                                        Remove the pan from the heat and whisk in the mustard and cream. When ready to serve, reheat gently and whisk in the chopped tarragon                                        Make the crust by putting all the ingredients into a food processor and whizzing until it clumps together                                        Preheat the oven to 150°C/130°C fan/Gas 2. Smother the crust mixture on to the chicken, then place it in the oven for 45 minutes                                       For the cauliflower, put a chargrill pan over a very high heat whilst blanching the cauliflower for 3 minutes in seasoned boiling water, then drain                                       Toss the florets in the vegetable oil, then chargrill until they are starting to brown. Sprinkle with the curry powder as they are being grilled. Sprinkle with the macadamias and parsley when ready to serve, plating up next to the encrusted chicken                 ",medium,1
39,,"                 To make the dough, dissolve the yeast in the water in a large bowl. Add the flours and mix with your fingertips until a rough dough forms. Cover the bowl with cling film and leave to rest at room temperature for 30 minutes                               Sprinkle the salt over the dough, then add the sour cream. Knead the ingredients are evenly-combined and the dough pulls away from the sides of bowl and holds together in a loose, wet ball (this should take about 5 minutes and the dough will be very soft and wet – you can lightly moisten your hands to prevent sticking if needed)                               Cover the bowl with cling film and leave to rise at room temperature for another 30 minutes                               Knead the dough for an additional couple of  minutes. Cover and refrigerate                               When you’re ready to cook the flatbread, take the dough out of the fridge and leave to stand at room temperature until it doubles in size                               Shape into a ball, divide into 4 and roll out into flatbread shapes. Cook in a hot frying pan until the flatbreads are crispy and cooked through. Brush with butter and sprinkle with some sea salt                               To make the pea and broad bean purée, place all of the ingredients in the Vitamix container in the order shown in the ingredients list                               Blend on Variable 10 until all ingredients are incorporated into a smooth paste, for about 1–2 minutes. You may need to add a splash of water as the mixture is blending in order to create the purée, and use the tamper if needed. Set aside in the refrigerator                                Season the chicken with the salt, pepper and garlic and place skin-side down in a cold frying pan. Turn the hob on at a medium heat and cook slowly, until the fat in the skin has rendered out and the skin begins to crisp up                               After 7–10 minutes, or when the skin is flat, crispy and golden brown, flip the chicken and cook through for another 5 minutes or so                               Peel the crispy skin off the chicken and set aside on kitchen roll. Slice the chicken into 4cm pieces and add the butter and another sprinkle of salt. Set aside                               Toast the sanshō pepper in a dry frying pan until aromatic. Place in a pestle and mortar and grind to a powder                               Add the crème fraîche, buttermilk and sanshō powder to the Vitamix container and blend on Variable 5 for 30 seconds                               To assemble to dish, using the back of a tablespoon, smear the pea and broadbean mixture around the flatbreads like you would tomato sauce on a pizza                               Lay the chicken pieces on top of the flatbreads and follow with broken shards of the chicken skin                               Drizzle over the sanshō pepper crema and loosely scatter over the leaves to finish the dish             ",medium,1
40,,"                     The majority of the elements of this dish can be made in advance a few days beforehand, so if you're planning to tackle this recipe be sure to read it through several times and come up with a plan of action. Before serving you will need to reheat a few elements and finish off the rice and the chicken feet, but everything else can be prepared before serving. To make it easier to follow, we have broken up the recipe into smaller micro-recipes to cover each element. Good luck!                                       To make the crispy chicken feet: add the water and chicken feet to a pressure cooker, then cover and cook for 1 hour. Remove the lid and leave until cool enough to handle. Remove the talons with a sharp knife, then score down the length of each of the toes on the top side of the foot. Use tweezers to remove all the bones, leaving the sinew and cartilage attached to the skin of the foot, then dehydrate at 60°C (either in a dehydrator or a very low oven with the door open) for 3-4 hours. Cover and chill                                       To make the compressed apple: core the apple and cut it into 8mm-thick slices (you should get approximately 10 slices in total). Place in a vacuum bag, ensuring each slice is laying flat. Seal and compress, then open the bag and repeat the process several times until the cells in the apple break down. Add the apple juice into the bag with the apples, then seal and compress a final time. Leave in the fridge to infuse for 12 hours. When ready to serve, cut the apple slices into 8mm dice                                       To make the pickled kohlrabi: combine the water and vinegar in a pan and heat to 90°C. Add the sugar and salt, stirring to dissolve, then place in the fridge to chill. Meanwhile, top and tail the kohlrabi, then cut into 8mm slices. Square the ends off to remove any remaining skin, then cut into 8mm dice – you will need 50 pieces of diced kohlrabi for this recipe. Add the diced kohlrabi to a vacuum bag with enough of the pickling liquor to cover, then seal. Store in the fridge for 12 hours to infuse                                       To make the veal sweetbreads: boil the water and salt together until dissolved. Allow to cool to 40°C, then add the rosemary, thyme, bay leaf, garlic and black peppercorns. Chill for 48 hours to infuse                                       Brine the sweetbreads for 1 hour 30 minutes, then rinse and place in a vacuum bag. Seal and cook in a water bath at 65°C for 1.5 hours, then chill in iced water. Remove the sweetbreads from the bags, remove any excess fat and sinew then break them apart into 6g pieces, following the natural seams where possible. Store in the fridge until needed                                       For the almond rice base: place the vegetable stock in a pan and heat to 95°C. Place a separate pan over a medium-high heat and add the olive oil, followed by the rice. Stir and cook for 1 ½ minutes to toast the rice. Add the white wine to the pan and continue to cook, stirring constantly, until all the wine has evaporated. Add the almost boiling vegetable stock and reduce the heat to a gentle simmer. Cook for 5 minutes, stirring regularly to release the rice starch, then transfer the rice to a large tray in a shallow layer. Transfer the tray to the fridge and chill as quickly as possible – you will need 300g of rice base for this recipe                                       To make the almond cream: place the almonds and water into a high-powered blender and blitz on the highest speed for 2 minutes. Pass through a double layer of muslin, squeezing the pulp to extract as much liquid as possible. Place the milk into a saucepan over a medium heat, then gently bring it to 90°C. Constantly stir the milk so it doesn’t catch and burn, cook for a few minutes then quickly cool over an ice bath. Store in the fridge until needed – you will need 100g of almond cream for this recipe                                       To make the almond acid butter: place the vinegar, white wine and onion in a vacuum bag and seal. Leave for 24 hours to infuse, then pass through a fine sieve into a pan, pushing the onion with the back of a ladle to get as much liquid out of it as possible. Place the pan over a medium heat and reduce to around 105g. Set aside in the fridge                                       Place the almonds in a Thermomix and blitz to a fine powder. Add the butter and blitz on speed 8 for 30 seconds, then transfer to a Pacojet container and freeze. Once frozen, blitz the almond mixture in the Pacojet, then freeze again. Repeat this process a total of 4 times, then transfer the almond butter into a metal bowl after the final spin                                       Weigh out 100g of the onion-infused vinegar reduction and whisk it into the almond butter, then add 1 or 2 drops of the almond oil and whisk to fully disperse. Place the butter into the fridge to chill – you will need 250g of almond acid butter for this recipe                                       To make the saffron mayonnaise: place the Golles vinegar and the sugar into a small pan and gently heat until the sugar is dissolved. Stir in the Forvm Chardonnay vinegar until incorporated, then heat the mixture until reduced to 15g. Set aside                                       Combine the chilled water and ground saffron and set aside to infuse for 20 minutes, then pass through a muslin cloth and set aside                                       Add the Dijon mustard, salt, egg yolk, garlic paste and lemon juice to a Thermomix jug with a butterfly attachment. Turn it up to setting 5, then slowly pour in 100g of the sunflower oil. Once incorporated, add the infused saffron water and the reduced vinegar, then the remaining sunflower oil. Once fully emulsified, check for seasoning and refrigerate until needed. You will need 180g of saffron mayonnaise for this recipe – any leftover has a shelf life of 3 days                                       For the chicken glaze, make a roast chicken stock. Preheat an oven to 190°C/gas mark 5. Place the chicken wings in single layers on roasting trays, then roast for 1 hour 20 minutes until golden. Transfer to a large pressure cooker, deglazing the trays with a little water, then add the rest of the water. Bring to the boil, skimming off any impurities, then add the thyme, rosemary and bay. Cook on full pressure for 2 hours, then pass through a fine sieve and muslin cloth into a large container. Transfer to the fridge to chill                                       Once chilled, remove the solid layer of fat on top of the stock and discard. Add to a large pan and bring to the boil over a high heat. Reduce to 600-700ml as quickly as possible, skimming off any scum, then place in the fridge until required                                       To make the chicken glaze, weigh out 100g of the reduced stock and gently heat to 60°C. Once fully melted, add the lemon juice and whisk. Check the seasoning and keep warm – you will need 50g of glaze for this recipe. Weigh out another 150g of stock for the chicken sauce – the rest can be frozen and used in other dishes                                       To make the infused chicken fat: preheat an oven to 160°C/gas mark 2. Lay the chicken skin flat on a roasting tray in a single layer and roast for 20–30 minutes, or until dark golden brown. Remove from the oven and drain off the rendered fat into an ovenproof saucepan, then return the chicken skins to the oven for a further 10–15 minutes until very crisp. Tip the crisp chicken skins into the pan with the fat, then add the garlic and stir. Cover with tin foil, reduce the temperature of the oven to 170°C and cook the fat for 15 minutes                                       Remove the pan from the oven and add the bay leaf. Stir and leave to infuse for 20 minutes, then add the thyme leaves and leave for 20 minutes. Add the rosemary and leave for a further 20 minutes, then finally add the sage and leave for a final 20 minutes. Pass the fat through a fine sieve, using a ladle to squeeze as much liquid out as possible, then pass through muslin and chill. You will need 50g of infused chicken fat for this recipe                                       For the chicken sauce: heat 150g of the reduced chicken stock to 80°C, then add the thyme and infuse for 10 minutes, maintaining the temperature. Add the bay leaf and infuse for a further 5 minutes, then whisk in 50g of the infused chicken fat and lemon juice. Chill until needed – you will need 120g of sauce for this recipe                                       Finish off the chicken feet and almond rice before serving. Heat a deep-fat fryer or deep pan of oil to 190°C, then deep-fry the chicken feet for a few minutes until puffed and golden. Break them into individual toes – you should have 40 in total. Season and keep warm                                        To finish the rice, place a large saucepan over a medium heat and add the chicken bouillon and 300g of the almond rice base. Bring to a simmer, constantly stirring, and allow the stock to reduce. Once the stock has reduced to create a creamy texture, keep tasting the rice until the right texture (tender with a slight bite) is achieved                                       Remove the pan from the heat and stir in 250g of the almond acid butter, then place back over the heat ensuring the mixture doesn’t boil. Add 100g of the almond cream, stirring to emulsify, then taste for seasoning                                       Now that you have all the required elements for this recipe, you should have the following: 180g of saffron mayonnaise; 50 pieces of pickled kohlrabi; 50 pieces of compressed apple; 1kg of almond rice; 50 pieces of veal sweetbread; the crispy chicken feet; 120g of chicken sauce and 50g of chicken glaze. You will need to gently reheat the chicken sauce, chicken glaze and veal sweetbreads before serving                                       To plate, ladle 100g of the almond rice into the base of each bowl. Liberally brush the veal sweetbreads with the chicken glaze and place 5 pieces on top of the rice, then arrange 4 crispy chicken toes alongside. Scatter over the kohlrabi, apple, smoked eel and flaked smoked almonds, then drizzle over around 12g of chicken sauce. Pipe dots of the saffron mayonnaise on top of the rice, then finish with the sorrel leaves and smoked olive oil                 ",challenging,2
41,,"                     Preheat a water bath to 64°C                                       To confit the egg yolks, place the whole eggs into the water bath and cook for 1 hour and 15 minutes. After this time, turn the bath down to 50°C to hold the temperature. Alternatively, poach the eggs to your liking before serving                                       For the soup, heat the vegetable oil in a heavy-based pan over a medium-high heat. Add the chicken legs and cook until dark and golden all over. Add the celery, onion and leek and sweat for approximately 3-5 minutes until soft and translucent                                       Add the thyme, parsley and bay, pour over the chicken stock and cook on a gentle boil until the stock is reduced by half. Meanwhile, melt the butter in a pan and mix in the flour to form a smooth paste                                       Once the stock has reduced, add the butter and flour paste, stir through and gently simmer for 30 minutes. After this time, remove from the heat and pass through a fine chinois                                       While the soup is still warm, add the crème fraîche and sherry and season with lemon juice, salt and pepper to taste. Set aside until ready to serve                                       For the croutons, slice the brioche into 1cm thick slices and cut each slice into 1cm cubes. Place on a tray and toast under the grill until golden brown                                       To serve, heat 4 portions of the soup in a small saucepan, then transfer to serving jugs. Add a splash of olive oil to a small frying pan and sauté the mushrooms until golden brown. Add the butter, then add a splash of water and stir to create an emulsion                                       Remove the eggs from the water bath and very carefully separate the yolks from the whites. Place a yolk into the bottom of each serving bowl, alongside the glazed mushrooms and toasted croutons. Serve immediately with the jugs of hot soup on the side                 ",challenging,2
42,,"                     Set the oven to 180˚C/gas mark 4. Start on the lamb rump by placing half the lamb fat in a pan on a medium to high heat. Season thoroughly all over and place the rump fat side down in the pan. Continue to turn until all sides are sealed and golden brown. Transfer the pan to the oven and cook for 6 minutes                                       Remove from the oven and add the remaining lamb fat, rosemary and garlic. Coat the lamb in the rosemary and garlic mixture. Set aside to rest                                       For the sweetbreads, place a large frying pan on a medium heat. Evenly coat the sweetbreads in seasoned flour. Add the butter to the pan and wait for it to lightly foam. Add the sweetbreads to the pan, ensuring there is enough space in the pan for them to cook                                       Cook the sweetbreads quickly and evenly, otherwise they will not be tender. Once cooked, remove from the pan and place on absorbent towel. Season with salt                                       For the pea purée, put all the ingredients into a blender and set it to a low speed. Increase the speed slowly until the maximum has been reached. Leave to blend for a further minute and pass through a fine chinoise. Finish by seasoning to taste. Place in a small saucepan ready to reheat and serve                                       Return the lamb rump to the oven for a further 3 minutes, adding the sweetbreads for the last minute                                       Thoroughly wash the wild garlic leaves and trim off any fibrous ends. Melt the butter in a saucepan on a medium heat. Once hot add the wild garlic, salt and cook until the wild garlic begins to wilt                                       For the broad beans and peas, bring the butter, salt and water to the boil while whisking to emulsify. Once it begins to boil, add the broad beans and peas for one minute. Remove from the liquid and serve immediately                                       Prepare the plate by adding the wilted garlic, broad beans, peas and dotted pea purée. Carve the lamb rump and place over the greens. Arrange the anchovies and sweetbreads around the lamb and serve                  ",easy,0
43,,"                     Begin by preparing the sauerkraut. Thinly slice the cabbage and the onion and add to a large pan with the bouillon, water, caraway seeds and bacon. Simmer over a low heat for 2 hours and leave to cool, then transfer to a vacuum bag and seal. Keep in the fridge for at least 4 days before using                                       Preheat the oven to 180°C/gas mark 4                                       For the lamb jus chop the lamb bones and roast in the oven until golden brown. Fry the vegetables in a large saucepan with a little oil until caramelised, then add the garlic, rosemary and lamb bones. Cover with the stocks and simmer for one hour on a medium heat                                       Strain the stock through a fine sieve into a clean pan and reduce until it reaches a sauce-like consistency. Remove from the heat and set aside until required                                       Preheat a water bath to 62°C                                       Season the lamb rumps and place into vacuum bags along with the garlic and thyme. Seal and cook for 45 minutes                                       Preheat the oven to 180°C/gas mark 4                                       Bake the potatoes for around 40 minutes until completely soft, then remove from the oven and slice in half. Pass each potato through a fine drum sieve onto the work surface, bringing all the strained potato together into a rectangle                                       Separate one of the eggs and discard the white, adding the yolk to the potato along with the pasta flour. Gently fold the potato over on itself until the flour and egg are fully incorporated, taking care not to over-mix or the gnocchi will become rubbery                                       Roll the gnocchi mix into a sausage shape and cut into small pieces, then roll these pieces into balls and place on a tray                                       Put a large, shallow pan of water on the heat and bring to a simmer. Whisk the water to create a whirlpool and carefully add the gnocchi. Cook for a few minutes until the gnocchi begin to float, then immediately remove from the pan and plunge into iced water to stop the cooking process                                       Drain the gnocchi and dry on a kitchen cloth. Line up three separate dishes of flour, the remaining egg and the panko breadcrumbs, then dredge the gnocchi through each dish in that order                                        Preheat a deep-fryer to 180°C                                       Remove the lamb from the bags, pat dry and sear in a hot pan with a dash of oil until nicely golden brown on the outside. Set aside to rest                                       Fry the gnocchi for 2 minutes, or until golden brown. Leave to drain a little on kitchen paper                                       Meanwhile, gently reheat the lamb sauce and stir through the red pepper and chopped olives. In a separate pan, blanch the fine beans in boiling salted water for 1 minute and drain                                       To serve, place a generous portion of sauerkraut in the centre of each plate. Thinly slice the lamb and arrange it on top of the sauerkraut, scattering over the fine beans and gnocchi. Gently spoon over the lamb sauce and garnish with pea shoots and shiso leaves                 ",medium,1
44,,"                     Preheat the oven to 100°C/gas mark 1/2. Place the lamb ribs and rosemary into the vegetable oil in a 25cm roasting tray so that they're completely covered. Slow cook in the oven for 2 hours 45 minutes                                       Remove from the oven and leave to cool thoroughly in the oil in the fridge                                       Once the lamb is cold, remove from the oil. Separate the individual rib bones and leave in the fridge until required                                       Preheat the oven to 220°C/gas mark 7. To prepare the salt crust, place the salt and flour in a mixing bowl and pour in some water, mixing at the same time, until the water, salt and flour form a dough                                       Roll the dough out to a 1cm thickness and wrap each celeriac in the pastry, making sure to seal completely. Bake on a roasting tray in the oven for 30 minutes                                       After 30 minutes, turn the oven down to 180°C/gas mark 4 and bake for a further 30 minutes. Once cooked, remove from the oven and leave to cool at room temperature                                       Turn the oven up to 200°C/gas mark 5 and roast the tomatoes for the jam for half an hour. Remove and allow to cool                                       Blend the finely chopped onion, garlic and ginger with all the spices and a little olive oil in a blender, then lightly fry for 2 minutes in a pan                                       Add the roasted tomatoes, caster sugar, nam pla and vinegar and cook slowly over a low heat for approximately 30 minutes until it thickens                                       While the jam is reducing and thickening, remove the broad beans from their pods, then blanch for 1 minute in boiling water. Refresh in iced water and pop out of their skins                                       Place the charcoal at the bottom of a very deep, old saucepan and place a cooling rack over the top so that it's secure                                       Using 2 tbsp of the olive oil, lightly oil and then season the lamb loin with a pinch of salt and pepper                                       Turn the heat under the saucepan up to medium. Once the charcoal starts to turn white, place the lamb loin on the cooling rack with a sheet of aluminium foil over the top. Keep on the heat for 5 minutes. Turn and cook for a further 3 minutes, then remove from the heat                                       Cut the lamb loin into 1cm-thick slices (this can be done either before or after smoking the lamb)                                       Crack open the pastries encrusting the celeriacs and discard the pastry and excess salt. Peel the celeriacs and blitz in a blender until puréed                                       Pan-fry the slices of lamb in the remaining tbsp of olive oil for 2-4 minutes on either side, then remove from the heat and leave to rest for 3 minutes                                       Using the same pan, sear the rib bones for 1 minute on each side                                       After the rib bones are seared, add the butter and a pinch of salt to the pan, then cook the courgettes until they are soft but not yet watery. Toss the courgettes with the broad beans                                       Spoon some tomato jam onto the plates first. Place the celeriac into a piping bag and pipe into the centre of the plates. Place the lamb on top, then lay a few courgette batons on each with some broad beans. Serve immediately                 ",challenging,2
